case,subcutaneous_fat,muscle,visceral_fat
case_599,0.8444568571876244,0.8311098910144481,0.872986464439795
case_600,0.9102456082173492,0.8605843477420355,0.8593346556205017
case_601,0.861360034693757,0.8437241898349184,0.7867705311574623
case_602,0.8822407881005145,0.8494758440450525,0.854696427744357
case_603,0.8867719547232542,0.8484207857638724,0.8091816354480398
case_604,0.9210525647658392,0.8731255799180526,0.7578045860641945
case_605,0.8208365690104013,0.7657912651087998,0.5471085320777976
case_606,0.8406675050265227,0.8488730920569215,0.5620367054568929
case_607,0.9137124951825811,0.8079830658397311,0.8809134631018962
case_608,0.9201472428202578,0.8736036921727361,0.851719668858727
case_609,0.8811067438055359,0.8291718830092432,0.8760140474578184
case_610,0.9233471322811185,0.8490395925612205,0.8300267987966031
case_611,0.918064674363041,0.8609942267790772,0.8911945650089077
case_612,0.8889338851212693,0.8721131501134698,0.5845003748604134
case_613,0.8747136666222962,0.7931024992250411,0.796943910732426
case_614,0.9025353525913473,0.8451356145641835,0.8476127193641052
case_615,0.9100203712405659,0.8462920091957232,0.8042180292693882
case_616,0.9114181773112924,0.8683016534816539,0.8245555288885869
case_617,0.9202035508343452,0.820922142423021,0.890205905171531
case_618,0.9046300370830823,0.8439903661605401,0.8183237160455513
case_619,0.8939040216416304,0.8471135040127615,0.832757623762665
case_620,0.9211262108092176,0.877706767356186,0.8967452756369829
case_621,0.8997434324637661,0.8436669216622698,0.7806523995106124
case_622,0.8538064014181486,0.8429343182160561,0.5814785911778295
case_623,0.8960389453747637,0.8340047850453167,0.8971301897444308
case_624,0.9215283476327166,0.8494478905974818,0.87026943810715
case_625,0.9214596194161617,0.8766624841475359,0.7506239721172755
case_626,0.8908719151929275,0.8118189952835496,0.6600922708537387
case_627,0.8632108620387738,0.8125328041574553,0.8788898241099824
case_628,0.9029285396963457,0.8486568328175383,0.8514901905163602
case_629,0.8830963709612047,0.8542945536860667,0.8325109299455953
case_630,0.7708710598497762,0.785199267705411,0.6487443680497091
case_631,0.929648401472826,0.8667659360148257,0.9098903580642816
case_632,0.9048119640379807,0.8260743048497985,0.8515139871510323
case_633,0.9056788290884806,0.8747719889682422,0.7740727358914359
case_634,0.8373314536554806,0.7772672555568332,0.8691198441729169
case_635,0.9341735482088893,0.8828828030160212,0.8804013222959908
case_636,0.901454199350094,0.8473491700471627,0.8706478957051553
case_637,0.912058090989004,0.8706207943087663,0.9137569185007717
case_638,0.8936424294894868,0.8196370309352481,0.856644570323081
case_639,0.9107068358495,0.8415685616412988,0.883779140452567
case_640,0.9112707598952694,0.835369890482554,0.8934550873394739
case_641,0.9042040645859531,0.8474040767780975,0.8716059278907469
case_642,0.8696464408989046,0.8204729524073243,0.7802389127370837
case_643,0.8019870802211526,0.7992326288098959,0.6005385955524953
case_644,0.9172912640765373,0.8625939502526094,0.8830195749223311
case_645,0.9059502839260716,0.8217667941580048,0.8865022405685818
case_646,0.9127537253798638,0.867358206844144,0.8960393077751853
case_647,0.8793828924598456,0.8397998269169051,0.8803612205166501
case_648,0.8665654414269768,0.8212345793327458,0.6871854962435506
case_649,0.9204914052331246,0.8687436412270941,0.7502221349351222
case_650,0.8920032867122084,0.8203281583730131,0.897426706213595
case_651,0.9031592357085527,0.8445719200212916,0.8300345086115692
case_652,0.8566193106065827,0.7747152107229787,0.8714215661528368
case_653,0.8815835712880277,0.8059149294036703,0.9041133885118519
case_654,0.8519156865880724,0.8070332840595522,0.8460645368284899
case_655,0.878890073075743,0.819836795590545,0.8453686261161519
case_656,0.7146912022026108,0.8190062049195753,0.5435896899729173
case_657,0.8657560105754947,0.7977074611082906,0.8248898924356611
case_658,0.8783833426636777,0.8456493834259402,0.8532257743811613
case_659,0.9086073778172268,0.8362914748762196,0.8666726739081249
case_660,0.8953558584087884,0.8353725345587812,0.8636254252992347
case_661,0.8998160298001943,0.8187045507247417,0.8328573259015847
case_662,0.8857217309258398,0.8099568200483755,0.8873458877628526
case_663,0.9154379326891949,0.8528143331039679,0.9221556757235227
case_664,0.9129142078693959,0.8192039588716735,0.8827669143338239
case_665,0.9325104407814143,0.8694259752851565,0.8723879083113741
case_666,0.9271850059868283,0.8547119752912159,0.8626824121313361
case_667,0.9308393761160004,0.8806111746518777,0.8111788336092561
case_668,0.923340519249162,0.8231141887673835,0.8858079695184964
case_669,0.8894626259246576,0.8133025844164328,0.8880635786341905
case_670,0.9199517163865721,0.8550756490491312,0.8803712040054518
case_671,0.9296517327144979,0.875739361149665,0.867584099488929
case_672,0.9065990019961642,0.8495449628083632,0.7997818946291804
case_673,0.9320573166547828,0.8699073318197825,0.7846773165958378
case_674,0.8987265624305223,0.864424028910175,0.7616199202694443
case_675,0.9089976419703254,0.8179922091840484,0.8783571844299668
case_676,0.8952170111002306,0.8196130482435031,0.8814690834325893
case_677,0.9242177561958822,0.8640334632888645,0.8528830023639888
case_678,0.9135664780932392,0.8782613368168406,0.6969371635801963
case_679,0.9125658434922636,0.8096707168848458,0.9182014155427816
case_680,0.7094894817856251,0.7985452150486222,0.6088881686599075
case_681,0.8806882259923039,0.8394162042429353,0.8756504238507568
case_682,0.8202590357290627,0.8440640041682769,0.7024738305280045
case_683,0.8314410747143208,0.8310996552366262,0.7354594425946239
case_684,0.9154009244712791,0.8265280354919097,0.9049954024121677
case_685,0.9159901062286548,0.8504150298726862,0.8997422363026382
case_686,0.9266357470881437,0.8730789310164057,0.6982020074630906
case_687,0.9005197889184856,0.8296264770041835,0.8937058906910712
case_688,0.9153703701915005,0.8682326977568151,0.8906084249936848
case_689,0.8995358722111411,0.8473753462611712,0.8880436365460329
case_690,0.9222970541746205,0.8342314110684161,0.8951762522640545
case_691,0.8860239645341577,0.8443475815067775,0.790638194230361
case_692,0.9147834090441634,0.8533559561686304,0.8256295909096105
case_693,0.898590383777315,0.8391354446227303,0.859359473304455
case_694,0.8130711971675291,0.8442484659452869,0.7422494623132034
case_695,0.8825954568487351,0.7988204402450156,0.8795767043323823
case_696,0.9090560891294521,0.8640703023918643,0.8620967715297162
case_697,0.8991201916493168,0.8168436633365255,0.886845737519988
case_698,0.9249481163324091,0.864471065984646,0.8857582297176002
case_699,0.9062350810356146,0.827836671666685,0.9090070542129007
case_700,0.9014384943834589,0.8163683084346935,0.8759575721471571
case_701,0.88272749522255,0.8032745791933666,0.7924559210699151
case_702,0.8772705772365423,0.824347009844245,0.7239927459439737
case_703,0.9106440181736825,0.8100778123648766,0.8809740245273738
case_704,0.8615477906253869,0.81936659877292,0.8087055625335762
case_705,0.8981892535650298,0.8155683037939463,0.8624065325014184
case_706,0.9121663938536269,0.8737907010837604,0.8644844388445517
case_707,0.911417291831057,0.8589111727302762,0.8298796024903029
case_708,0.9080101666010308,0.8514453239151905,0.8991729050550419
case_709,0.9277479588997094,0.8726203928978388,0.9116016957851961
case_710,0.8932562358804814,0.8315134990976076,0.8400400537631056
case_711,0.925127082278612,0.8521031292363765,0.9268767686379976
case_712,0.9101484113028776,0.8744060443795191,0.8777307202956497
case_713,0.8382641991627734,0.8116978955253147,0.7907344494501642
case_714,0.9314703757541308,0.8772299966126778,0.8265308578182273
case_715,0.8998842049129152,0.8517806629901219,0.853504616554324
case_716,0.8774941754306442,0.8025165187219222,0.8399922359333087
case_717,0.9054648066920085,0.8443994880832487,0.8635359823625925
case_718,0.875018676022589,0.8461085199141276,0.7987630091369498
case_719,0.8920655905571504,0.8466879230170477,0.715603710435412
case_720,0.8969101354633342,0.829752742535467,0.9024367111324204
case_721,0.9089535933913372,0.8503733086116069,0.9030261393729736
case_722,0.8557071531206697,0.8334765589272006,0.6536480434676064
case_723,0.9084785563867754,0.8634429782447073,0.8915127464748908
case_724,0.9091066471984787,0.8372346943621498,0.8251917715084751
case_725,0.9213315135820858,0.8427990063083316,0.8257080841878168
case_726,0.904236165186538,0.8467207620343981,0.8739094856387588
case_727,0.905796519632072,0.8316638134534322,0.9078902386454671
case_728,0.9102191206717145,0.8417527922064318,0.8918876575650898
case_729,0.8992677978554966,0.8445675443011598,0.9033249149331009
case_730,0.8601859768951124,0.8390511147205943,0.6276745219655961
case_731,0.8950394278033011,0.8386229329247794,0.8127959286036143
case_732,0.8413007237191359,0.8509709424523857,0.7024272444502129
case_733,0.8891189085377574,0.853594568469656,0.8317966979256508
case_734,0.9025676762483006,0.8335144499678325,0.800090305952937
case_735,0.9138888225833821,0.836150875190709,0.8670158693059665
case_736,0.8933375398524921,0.8647776503790793,0.8126740823665518
case_737,0.9190664079578689,0.8607892193447625,0.875617419924105
case_738,0.8184226662965385,0.8205286655751284,0.6716681489942935
case_739,0.8848216622109218,0.8553741272075621,0.7813246799534883
case_740,0.8661340919514681,0.8429568853987195,0.7905223916220958
case_741,0.8906655404118878,0.8104842269949896,0.8465889238374139
case_742,0.8968253770635728,0.8013631183450769,0.8925518177487857
case_743,0.8693871780195772,0.8450199325471613,0.5693377447297772
case_744,0.9062363010544126,0.8267640432920126,0.8822117404038009
case_745,0.9296205380685877,0.8912353069460474,0.8809642953919988
case_746,0.9060739215990257,0.875822385021927,0.8605407435103969
case_747,0.8578276296443282,0.8273439080601247,0.8175498590258046
case_748,0.88788986172764,0.8352350131980286,0.8743351158667663
case_749,0.8999686410686103,0.8518625049328946,0.8752145325292954
case_750,0.8795602460925401,0.8391422370309087,0.8980909821039886
case_751,0.8109891944057077,0.8672050153714539,0.6877125829891131
case_752,0.886008368200526,0.850205164589835,0.8898020384004329
case_753,0.8631718778737436,0.8727229777375325,0.7799840482176562
case_754,0.8616415523148864,0.8865810139110906,0.8732512949048576
case_755,0.8940772501107879,0.8753748015567586,0.8918488201444684
case_756,0.872721425034723,0.8518219551037761,0.8889923367860542
case_757,0.8752103024886012,0.8818750612538805,0.874961534330872
case_758,0.898039443217403,0.8629760428070214,0.920241940360197
case_759,0.8926658258492952,0.8380059804377025,0.8919823752387981
case_760,0.7821363694547717,0.8187201117586167,0.7465440602102335
case_761,0.8289701225497126,0.864213275969637,0.8470834226865354
case_762,0.8676258068348093,0.8613942680299724,0.873777317253119
case_763,0.8691308745290085,0.8626245601335405,0.9171234929542429
case_764,0.8715157902756914,0.8637182150204527,0.9014946188608761
case_765,0.8203313402016336,0.8034548313378871,0.8592565716179474
case_766,0.866274042356975,0.8572444921842808,0.8994556762094846
case_767,0.791170556877425,0.8402369282918654,0.7944079016974864
case_768,0.8903561108526368,0.8698700183742287,0.807547746766513
case_769,0.8542291143331506,0.8514609159566212,0.880560022143621
case_770,0.8382819080866524,0.8670063459274768,0.81997122035988
case_771,0.8649985644414055,0.8275964900847624,0.8529926662930006
case_772,0.6292181593823504,0.7633774019270487,0.891728608683393
case_773,0.8564562122399896,0.8812889368909784,0.8456066084083087
case_774,0.8978029973983949,0.8894818735108542,0.907147086589153
case_775,0.8678549672660334,0.8545048645178737,0.9105654406327739
case_776,0.6969205681051478,0.8343012536869386,0.7748959171624376
case_777,0.7362442271190055,0.823910985971375,0.664683195762311
case_778,0.8744515394614998,0.8552098270434322,0.9134119215495875
case_779,0.8542473159015634,0.8591231984701663,0.8617823974771672
case_780,0.8937396284595717,0.8404904560048281,0.9047819276264246
case_781,0.7973634040335601,0.8425517857450541,0.7732297380920073
case_782,0.8866610829830486,0.8621019980139294,0.9137272462707137
case_783,0.8908342065506241,0.8500653957325767,0.8933067186044849
case_784,0.8047069373231074,0.8418804783325475,0.8134102665530812
case_785,0.918200167198943,0.8902482989868475,0.8997680137934402
case_786,0.9146434904970844,0.8659022206154883,0.9185661907910407
case_787,0.8847129657038393,0.8793632812264848,0.8981390540619438
case_788,0.8548623021651176,0.8808920458296425,0.7975393259076661
case_789,0.89348149810559,0.8744459648170175,0.9295230356670352
case_790,0.8668928748688707,0.8825306467028597,0.8211002967835396
case_791,0.8825622644198065,0.8447072018741466,0.9043244473092132
case_792,0.8202883173579425,0.8294847919801247,0.8862002977116542
case_793,0.9044148268176315,0.8792792937277485,0.8890132525574289
case_794,0.879921642041525,0.8279475994448366,0.9097232616550118
case_795,0.8302955756502644,0.8601255032911367,0.8381236174412766
case_796,0.8840755847393477,0.8715372653152802,0.9174657143676256
case_797,0.8995820615637657,0.8619463885621171,0.8733530320606782
case_798,0.7921820372053654,0.8726702594473389,0.7987090119397854
case_799,0.846520442199121,0.8735217480548634,0.6630704315795202
case_800,0.8637742221001115,0.8771975441198161,0.8000617292417403
case_801,0.8553208889313195,0.8899362613247822,0.8411325744919915
case_802,0.8904848492284366,0.8732445831820355,0.9101577029664046
case_803,0.8081466214121339,0.8333750563832605,0.7123765372753134
case_804,0.8481576000150097,0.8735030025527741,0.8081754527128244
case_805,0.8793107651696009,0.8486886972902877,0.8928806660241961
case_806,0.8965713609918847,0.8749188838435861,0.87590008195848
case_807,0.8815055788163928,0.8405381535591873,0.8911796915865959
case_808,0.87533272748229,0.8721580302900173,0.8729027733830247
case_809,0.8200513217683469,0.8262408268194179,0.8768054071831851
case_810,0.852373681557345,0.8355135277739761,0.8981493127102061
case_811,0.840102619104794,0.8690649742964304,0.8241825017377024
case_812,0.8768714077136576,0.8658290788999252,0.9146135464592281
case_813,0.7578480576792326,0.8045817484216369,0.8520161992786526
case_814,0.8851186565267846,0.8234791813132265,0.873116758415132
case_815,0.8533056045746709,0.8450531098627622,0.9045068234057365
case_816,0.8527196261376992,0.8382159209322182,0.8977014158203984
case_817,0.8733205686175303,0.8624812719537502,0.8699969332313429
case_818,0.7019884684370563,0.802011063232448,0.48689184151398024
case_819,0.8560805868593773,0.8628950610930219,0.8619685008376725
case_820,0.9118328085733074,0.882750899587065,0.8993390363448522
case_821,0.8861770197932631,0.8268642046358565,0.8855231941800109
case_822,0.8632496650003723,0.8668025644225623,0.8880491403353392
case_823,0.9122480933868813,0.8819564124450541,0.9180927091468053
case_824,0.8629270078981085,0.8577123709738986,0.9144922299811764
case_825,0.8700082549550165,0.8541887919209775,0.8781121376661696
case_826,0.7669055791188666,0.8310199693026639,0.8671302040841306
case_827,0.8503546967089928,0.8570898707017597,0.9029611259186322
case_828,0.6424112172470091,0.8100326493471999,0.6477929732870209
case_829,0.8924396177454579,0.8774558404200374,0.918998660464166
case_830,0.8895830330906457,0.8429056435220158,0.8816797402177048
case_831,0.9130084814634186,0.8697259177893109,0.8936377721214591
case_832,0.9134420535329041,0.8659873048352165,0.9083450225365902
case_833,0.7876191548491198,0.842957177044267,0.6806087244981152
case_834,0.8183104271242021,0.8368325749339725,0.8507267332026385
case_835,0.8757272466911222,0.8714003397227141,0.8764997012749932
case_836,0.8679603896829201,0.8627916534301793,0.8910084681900283
case_837,0.8668412052867636,0.7798372022583115,0.8757130200469404
case_838,0.8401972996732477,0.8542386317017109,0.8605078139790017
case_839,0.8783521466306373,0.8519683331287168,0.869906476800022
case_840,0.8365570352761323,0.8494999362991367,0.8898885430910635
case_841,0.8832417701998775,0.8690656121792403,0.9158423121919254
case_842,0.6233939442652259,0.811367724415389,0.4463095124675346
case_843,0.8878935485291468,0.8757561460977921,0.922384728263924
case_844,0.7330577653105688,0.838563626307307,0.6008750904030142
case_845,0.8969440366200241,0.8878049637832661,0.8857740038116315
case_846,0.8741161935508064,0.8547684990634575,0.8692127269778498
case_847,0.873697083498971,0.8658321664006561,0.8514397772510145
case_848,0.849815698967231,0.8870032331466287,0.8669106633750956
case_849,0.8350800334363551,0.8525614177808228,0.8482731303308881
case_850,0.8775829165580633,0.848354950600313,0.9094634651696277
case_851,0.8792796710971144,0.825126943541981,0.9151798143268061
case_852,0.8518431294429238,0.8552603567713468,0.8352483814711551
case_853,0.8403752032156772,0.862620240936245,0.8130582107615554
case_854,0.8597108150748902,0.8253092234211414,0.8370995446492852
case_855,0.900274259417145,0.8174250752774159,0.8936561196737114
case_856,0.8562573625903865,0.8522130017130618,0.7257904728726696
case_857,0.8962647391365847,0.8445612692984029,0.8653335624539925
case_858,0.9124792100917829,0.8758599824612607,0.917960267832305
case_859,0.845467621914043,0.8016276258089244,0.9076087698551354
case_860,0.8636613067483978,0.8672614425815528,0.8920973172330667
case_861,0.8810707415226271,0.8456751575780095,0.9013266300722225
case_862,0.8303088934883458,0.85063494172563,0.8609329293250773
case_863,0.8418815284110142,0.8512014750330057,0.7576520653853959
case_864,0.8819737132235392,0.849646294122604,0.8347855717508889
case_865,0.8738371848597497,0.8511267755904459,0.8124335721411731
case_866,0.7499073384401665,0.8383847759584959,0.6665436410105218
case_867,0.9244348127069132,0.8766576171997778,0.9255439822336802
case_868,0.9090838145554925,0.8897584813363614,0.9035544708397031
case_869,0.819546945738571,0.8320687031717595,0.869259228218872
case_870,0.5964364661883861,0.7672951666680665,0.5702821324517999
case_871,0.7454712038216235,0.8361918305316207,0.6184621704085134
case_872,0.9130488343142174,0.8788331370181656,0.9172998845947163
case_873,0.8723277377611403,0.8596081710161859,0.9049101326585972
case_874,0.8736000892941926,0.8920676333606357,0.8736078275961554
case_875,0.7505227040502618,0.8385540055858078,0.722014217643102
case_876,0.872617246940632,0.8745478230179201,0.8291594728290126
case_877,0.906436938366169,0.8930534666047504,0.8941586779850501
case_878,0.85447431025372,0.8822275149408676,0.8131818275550844
case_879,0.795944504338704,0.8404958879069653,0.7959344638579202
case_880,0.8451153057573595,0.8439932749655632,0.9054496389702047
case_881,0.8759633833726869,0.8519062849633787,0.9022281019750563
case_882,0.8675567186255622,0.856190978342118,0.9121670295324099
case_883,0.9166927422111376,0.8700128054077019,0.9253787379639551
case_884,0.8410481476693507,0.8740902152567053,0.8483527267002487
case_885,0.8800350129954871,0.8673949725526414,0.8992695814057856
case_886,0.8880695853694119,0.8381743729258166,0.9178596860778837
case_887,0.9001394615678578,0.8900117157385967,0.9132257208353767
case_888,0.8936888483870209,0.8429420174942318,0.8597362860868814
case_889,0.8764248830040813,0.8566518350726472,0.9088015370656701
case_890,0.8722495431271554,0.8588026370079297,0.9111460119353969
case_891,0.8477818942824145,0.8203803359117052,0.894595332655308
case_892,0.8526177966013616,0.8240274953929976,0.8765867406494743
case_893,0.8793618319430828,0.876679132527888,0.8955127894144257
case_894,0.8682546677302988,0.8695427119108916,0.8909553786629455
case_895,0.8615877520679607,0.8711832864675224,0.8948618527339796
case_896,0.8922616560226928,0.8575024760892751,0.9070151874676085
case_897,0.9185142667650574,0.8857509691901123,0.9197644150897842
case_898,0.8239920012272862,0.8577844297404404,0.6941255648536873
case_899,0.9073223904573582,0.8769123394221393,0.9032141127593478
